button0,door0
button0,door1
button1,door2
button1,door3
button2,door4
button2,door5
button3,door6
button3,door7
button4,door8
button5,door9
button5,door10
button6,door11
button6,door12
button7,door13
button7,door14
button8,door15
button8,door16
button9,door17
button10,door18
button10,door19
button11,door20
button11,door21
button12,door22
button12,door23
button13,door24
button13,door25
button14,door26
button15,door27
button15,door28
button16,door29
button16,door30
button17,door31
button17,door32
button18,door33
button18,door34
button19,door35
button20,door36
button21,door37
button22,door38
button23,door39
|w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,f:a^agent1,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f:b^button0,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f:b^button3,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f:b^button1,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f:b^button4,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,f,f:d>e^door0,f,f,f,f,f,f,f,f,f,f:d>e^door2,f,f,f,f,f,f,f,f,f,f:d>e^door4,f,f,f,f,f,f,f,f,f,f:d>e^door6,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f:b^button2,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w
w,w,w,w,w,f:d>s^door1,w,w,w,w,w,w,w,w,w,f:d>s^door3,w,w,w,w,w,w,w,w,w,f:d>s^door5,w,w,w,w,w,w,w,w,w,f:d>s^door7,w,w,w,w,w,w,w,w,w,f:d>s^door8,w,w,w,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f:b^button7,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f:b^button8,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,f,f:d>e^door9,f,f,f,f,f,f,f,f,f,f:d>e^door11,f,f,f,f,f,f,f,f,f,f:d>e^door13,f,f,f,f,f,f,f,f,f,f:d>e^door15,f,f,f,f,f,f,f:b^button9,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f:b^button5,f,f,f,f,w,w,f,f,f,f:b^button6,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w
w,w,w,w,w,f:d>s^door10,w,w,w,w,w,w,w,w,w,f:d>s^door12,w,w,w,w,w,w,w,w,w,f:d>s^door14,w,w,w,w,w,w,w,w,w,f:d>s^door16,w,w,w,w,w,w,w,w,w,f:d>s^door17,w,w,w,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f:b^button10,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f:b^button11,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,f,f:d>e^door18,f,f,f,f,f,f,f,f,f,f:d>e^door20,f,f,f,f,f,f,f,f,f,f:d>e^door22,f,f,f,f,f,f,f,f,f,f:d>e^door24,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f:b^button13,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f:b^button12,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f:b^button14,f,f,f,f,f,f,w
w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w
w,w,w,w,w,f:d>s^door19,w,w,w,w,w,w,w,w,w,f:d>s^door21,w,w,w,w,w,w,w,w,w,f:d>s^door23,w,w,w,w,w,w,w,w,w,f:d>s^door25,w,w,w,w,w,w,w,w,w,f:d>s^door26,w,w,w,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f:b^button19,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f:b^button16,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f:b^button15,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f:b^button18,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,f,f:d>e^door27,f,f,f,f,f,f,f,f,f,f:d>e^door29,f,f,f:b^button17,f,f,f,f,f,f,f:d>e^door31,f,f,f,f,f,f,f,f,f,f:d>e^door33,f,f,f,f,f,f,f,f,w
